frame,fps,timecode,physical_simulation_time_s,camera,phase,voiceover_cue,foley_cue,timing_distinction
3516,30,00:01:57:05,117.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3517,30,00:01:57:06,117.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3518,30,00:01:57:07,117.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3519,30,00:01:57:08,117.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3520,30,00:01:57:09,117.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3521,30,00:01:57:10,117.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3522,30,00:01:57:11,117.36666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3523,30,00:01:57:12,117.4,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3524,30,00:01:57:13,117.43333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3525,30,00:01:57:14,117.46666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3526,30,00:01:57:15,117.5,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3527,30,00:01:57:16,117.53333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3528,30,00:01:57:17,117.56666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3529,30,00:01:57:18,117.6,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3530,30,00:01:57:19,117.63333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3531,30,00:01:57:20,117.66666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3532,30,00:01:57:21,117.7,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3533,30,00:01:57:22,117.73333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3534,30,00:01:57:23,117.76666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3535,30,00:01:57:24,117.8,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3536,30,00:01:57:25,117.83333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3537,30,00:01:57:26,117.86666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3538,30,00:01:57:27,117.9,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3539,30,00:01:57:28,117.93333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3540,30,00:01:57:29,117.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3541,30,00:01:58:00,118.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3542,30,00:01:58:01,118.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3543,30,00:01:58:02,118.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3544,30,00:01:58:03,118.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3545,30,00:01:58:04,118.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3546,30,00:01:58:05,118.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3547,30,00:01:58:06,118.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3548,30,00:01:58:07,118.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3549,30,00:01:58:08,118.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3550,30,00:01:58:09,118.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3551,30,00:01:58:10,118.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3552,30,00:01:58:11,118.36666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3553,30,00:01:58:12,118.4,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3554,30,00:01:58:13,118.43333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3555,30,00:01:58:14,118.46666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3556,30,00:01:58:15,118.5,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3557,30,00:01:58:16,118.53333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3558,30,00:01:58:17,118.56666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3559,30,00:01:58:18,118.6,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3560,30,00:01:58:19,118.63333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3561,30,00:01:58:20,118.66666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3562,30,00:01:58:21,118.7,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3563,30,00:01:58:22,118.73333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3564,30,00:01:58:23,118.76666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3565,30,00:01:58:24,118.8,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3566,30,00:01:58:25,118.83333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3567,30,00:01:58:26,118.86666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3568,30,00:01:58:27,118.9,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3569,30,00:01:58:28,118.93333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3570,30,00:01:58:29,118.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3571,30,00:01:59:00,119.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3572,30,00:01:59:01,119.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3573,30,00:01:59:02,119.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3574,30,00:01:59:03,119.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3575,30,00:01:59:04,119.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3576,30,00:01:59:05,119.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3577,30,00:01:59:06,119.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3578,30,00:01:59:07,119.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3579,30,00:01:59:08,119.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3580,30,00:01:59:09,119.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3581,30,00:01:59:10,119.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
